Year;Month;Day;Hour;Min;Sec;EpicentralArea;Lat;Lon;Dep;Io;Mw;ErMw
1969;10;9;3;31;36;Val di Susa;45,089;7,381;;5;4,25;0,18
1969;10;23;2;12;47,9;Tirreno meridionale;38,61;15,27;244;;4,26;0,27
1969;11;5;10;2;;Etna - S. Tecla (Acireale);37,637;15,176;;5-6;2,91;0,3
1969;11;14;6;48;7;Potentino;40,571;15,559;;5;4,62;0,22
1969;12;30;4;15;54,6;Stretto di Sicilia;37,53;13,03;;;4,46;0,45
1970;1;21;18;36;25;Gargano;41,835;15,861;;5;4,34;0,39
1970;1;29;11;9;24,5;Tirreno meridionale;38,75;14,83;284;;4,68;0,21
1970;2;9;7;39;;Appennino forlivese;44,002;11,901;;5-6;4,5;0,23
1970;4;2;21;26;39,5;Tirreno meridionale;38,29;14,28;226;;4,68;0,3
1970;4;19;18;16;32;Garda occidentale;45,605;10,527;;5;4,55;0,16
1970;5;3;4;17;41;Parmense;44,707;10,299;;4;4,08;0,32
1970;5;25;12;56;;Ternano;42,549;12,702;;5;4,35;0,63
1970;5;26;12;5;;Ternano;42,554;12,684;;5-6;4,37;0,28
1970;6;5;9;20;56,1;Tirreno meridionale;39,18;15,54;267;;4,36;0,22
1970;6;18;9;3;0,2;Mare di Sardegna;40,95;7,42;;;4,79;0,28
1970;6;28;13;40;14;Stretto di Sicilia;35,8;11,6;37;;5,02;0,39
1970;6;29;14;22;52;Catanzarese;38,968;16,582;;4;3,8;0,27
1970;7;21;11;24;35,5;Berna, Niesen;46,637;7,636;;;3,8;0,5
1970;8;8;4;27;29;Adriatico settentrionale;44,6;12,5;48;;4,57;0,35
1970;8;16;10;45;22,1;Ionio meridionale;37,88;16,46;53;;4,36;0,33
1970;8;19;12;19;;Colline Metallifere;43,252;10,788;;6;4,68;0,14
1970;9;7;14;2;21;Appennino umbro-marchigiano;43,034;13,023;;5;4,35;0,14
1970;9;26;16;42;28;Cesenate;44,128;12,291;;4-5;3,93;0,21
1970;9;27;19;18;;Mignano Monte Lungo;41,363;13,986;;7;4,6;0,24
1970;11;2;8;42;12;Bassa modenese;44,853;11,167;;4-5;3,93;0,46
1970;12;1;1;2;47,9;Tunisia ?;36,98;9,8;57;;5,02;0,21
1970;12;9;15;58;28;Canale d'Otranto;40,2;18,9;;;4,36;0,44
1970;12;12;7;9;19;Tunisia ?;36,94;9,98;15;;4,57;0,25
1970;12;31;22;4;46;Liguria occidentale;44,138;8,137;;6;4,62;0,13
1971;1;6;11;10;55;Oltrepò Pavese;45,05;9,238;;4-5;3,85;0,34
1971;2;1;7;50;11,27;Tirreno meridionale;38,694;14,039;33;;4,36;0,28
1971;2;1;12;26;55;Cuneese;44,403;7,456;;5;4,39;0,19
1971;2;3;4;53;33,18;Tirreno meridionale;38,678;14,224;20,9;;4,57;0,3
1971;2;6;18;9;;Tuscania;42,442;11,846;;7-8;4,83;0,1
1971;2;11;18;49;21;Valle del Chiascio;43,121;12,604;;6;4,61;0,15
1971;2;12;4;54;56;Valle del Chiascio;43,15;12,605;;7;4,89;0,14
1971;2;19;18;50;21;Monti Peloritani;38,051;15,182;;5;4,54;0,13
1971;3;2;18;52;12;Orvietano;42,689;12,188;;7;4,46;0,24
1971;4;2;1;43;54;Valnerina;42,746;13,054;;6;4,5;0,13
1971;4;21;16;30;;Etna - Fondo Macchia (Giarre);37,714;15,148;;8;4,31;0,37
1971;4;25;4;39;28,91;Tirreno meridionale;39,299;15,257;293,2;;4,46;0,19
1971;5;5;9;41;44,84;Irpinia;41,083;15,201;12;;4,26;0,27
1971;5;6;3;45;5;Irpinia;41,169;15,275;;6;4,83;0,12
1971;5;9;23;2;59,82;Irpinia;41,188;15,382;;;4,57;0,23
1971;6;6;21;59;11;Queyras;44,663;6,658;;5;4,37;0,12
1971;7;15;1;33;23;Parmense;44,814;10,345;;8;5,51;0,08
1971;9;11;23;18;12;Pianura emiliana;44,764;10,862;;5;4,19;0,33
1971;9;25;10;34;2,4;Mar Ligure;44,111;8,652;2,7;5-6;4,33;0,15
1971;10;4;16;43;32,6;Valnerina;42,816;13,058;33;5-6;4,51;0,19
1971;11;29;18;49;35,37;Alta Val d'Agri;40,336;15,773;4,1;5;4,5;0,21
1971;12;18;6;2;11,5;Appennino umbro-marchigiano;43,322;12,747;46;;4,26;0,4
1972;1;18;23;26;;Liguria occidentale;44,203;8,162;;6-7;4,6;0,16
1972;1;25;20;24;35,2;Costa anconetana;43,741;13,458;;6;4,49;0,21
1972;2;4;2;42;18,56;Costa anconetana;43,716;13,436;25;;4,57;0,25
1972;2;4;9;18;30,09;Costa anconetana;43,732;13,371;25;;4,36;0,22
1972;2;5;1;26;29,88;Costa anconetana;43,721;13,395;17,4;;4,36;0,28
1972;2;5;7;8;11,75;Costa anconetana;43,738;13,369;33;;4,46;0,29
1972;2;5;15;14;48,05;Costa anconetana;43,643;13,412;35;;4,36;0,28
1972;2;6;1;34;18,75;Costa anconetana;43,709;13,426;30;;4,36;0,23
1972;2;8;12;19;9,61;Costa anconetana;43,666;13,397;;;4,46;0,29
1972;2;29;20;54;17,74;Gargano;41,967;15,376;;6;4,71;0,19
1972;3;21;23;6;43,69;Stretto di Sicilia;35,799;14,98;;;4,57;0,2
1972;6;14;18;55;52,54;Costa anconetana;43,688;13,465;3;;4,68;0,17
1972;6;14;21;1;2,21;Costa anconetana;43,668;13,412;21;;4,43;0,18
1972;6;25;17;10;47,87;Parmense;44,638;10,303;49,6;;4,01;0,23
1972;8;18;6;20;;Costa croata settentrionale;45,1;14,2;;5-6;4,4;0,46
1972;10;25;21;56;11,31;Appennino settentrionale;44,503;9,865;67,2;5;4,87;0,08
1972;11;26;16;3;;Marche meridionali;42,967;13,454;;8;5,48;0,11
1972;11;30;11;25;27,45;Costa pesarese;44,015;13,106;1,6;;4,52;0,18
1972;12;27;8;15;16;Valle del Belice;37,727;12,961;;5-6;4,34;0,18
1973;4;13;8;12;57;Sila Piccola;39,046;16,772;;6;4,62;0,18
1973;4;19;17;41;35;Pietralunga;43,436;12,449;;7;4,61;0,14
1973;4;20;16;45;34;Fiorentino;43,844;11,226;;5;4,38;0,37
1973;4;20;22;18;;Ascolano;42,855;13,576;;5-6;4,4;0,46
1973;5;15;22;51;;Steiermark, Sonnblick;47,1;12,95;;5;4,16;0,46
1973;6;5;13;47;25,36;Appennino piacentino;44,672;9,479;50,3;;4,28;0,23
1973;8;3;19;49;;Etna - S. Maria Ammalati (Acireale);37,65;15,157;;7;3,75;0,34
1973;8;8;14;36;26;Appennino campano-lucano;40,668;15,436;;5-6;4,75;0,13
1973;8;18;22;38;;Etna - Guardia (Acireale);37,666;15,165;;7;3,75;0,34
1973;8;21;23;0;;Etna - Guardia (Acireale);37,658;15,172;;5-6;2,91;0,3
1973;9;21;23;40;;Valle del Belice;37,712;12,95;;4-5;3,99;0,44
1973;10;30;1;14;3,05;Monti della Meta;41,697;13,867;;;4,21;0,17
1973;11;5;8;41;;Cassinese;41,552;13,86;;6;4,29;0,1
1973;11;7;17;6;17;Pistoiese;44,018;10,832;;4;4,06;0,28
1973;11;10;3;1;4,88;Costa anconetana;43,748;13,453;;;;
1973;12;20;17;44;25,51;Tirreno meridionale;38,764;14,796;266,8;;5,02;0,2
1973;12;21;8;17;41;Slovenia centrale;46,12;14,17;11;;4,21;0,3
1973;12;30;2;45;;Grossetano;42,739;11,741;;5;4,13;0,32
1973;12;30;6;30;35;Valle del Chiascio;43,18;12,604;;7-8;5,11;0,35
1974;1;5;7;33;28;Valle del Chiascio;43,183;12,583;;7-8;5,28;0,67
1974;1;24;13;19;23,4;Tirreno meridionale;39,852;14,579;360,1;;4,26;0,22
1974;1;28;19;57;22;Appennino pistoiese;43,99;10,786;;5;4,31;0,36
1974;2;4;23;15;;Tirreno meridionale;38,709;13,193;;4;3,7;0,46
1974;2;8;20;12;17;Préalpes de Digne;44,15;6,473;;5;4,25;0,18
1974;2;11;23;45;;Etna - Ragalna;37,64;14,956;;6;3,19;0,31
1974;2;14;10;48;;Etna - Rocca (Ragalna );37,642;14,957;;5-6;2,91;0,3
1974;2;27;23;13;4,07;Ionio meridionale;37,544;15,468;;;4,36;0,15
1974;3;26;22;30;;Etna - Sciara (Giarre);37,726;15,149;;6;3,19;0,31
1974;3;28;21;34;;Etna - Versante meridionale;37,7;14,998;;6;3,19;0,31
1974;4;15;21;49;12;Alta Val di Taro;44,559;9,748;;5;4,14;0,54
1974;4;21;4;0;4,14;Costa crotonese;38,864;17,532;;;3,55;0,24
1974;5;6;7;50;19,79;Slovenia nord-occidentale;46,33;13,45;7;4;3,82;0,19
1974;5;18;8;43;;Etna - Nicolosi;37,615;15,029;;5-6;2,91;0,3
1974;6;17;19;25;55,77;Ionio settentrionale;38,962;17,816;33;;3,88;0,22
1974;6;29;22;32;2,9;Ionio settentrionale;39,648;18,833;39,1;;4,07;0,23
1974;6;30;19;5;22;Appennino pistoiese;44,1;10,738;;4;4,01;0,3
1974;7;22;7;19;32,68;Tirreno meridionale;39,245;15,375;256,8;;4,57;0,18
1974;10;1;0;34;39,8;Ionio settentrionale;39,699;18,814;13,5;;3,88;0,24
1974;10;7;11;43;39,78;Ionio settentrionale;39,786;18,915;36,3;;4,46;0,23
1974;10;20;11;25;50,33;Ionio settentrionale;39,572;18,826;;;5,02;0,2
1974;10;22;7;29;3,7;Ionio settentrionale;39,705;18,717;22,8;;4,36;0,23
1974;11;23;7;52;28,22;Ionio settentrionale;39,774;18,81;38,3;;4,46;0,26
1974;11;23;18;46;35,98;Ionio settentrionale;39,743;18,94;48,8;;4,79;0,18
1974;12;2;1;55;15;Valnerina;42,813;12,927;;7-8;4,58;0,13
1975;1;11;15;54;;Monte Baldo;45,622;10,732;;5-6;4,42;0,17
1975;1;16;0;9;45;Stretto di Messina;38,114;15,643;;7-8;5,18;0,08
1975;3;24;2;33;32;Carnia;46,283;13,135;;5-6;4,51;0,16
1975;4;4;9;10;53;Appennino pistoiese;43,971;11,004;;4;4,07;0,45
1975;4;16;21;23;;Monte Amiata;42,85;11,688;;5;4,16;0,46
1975;5;16;19;41;21,6;Slovenia ?;45,51;14,32;;5-6;4,4;0,46
1975;6;1;13;25;50,33;Val Lagarina;45,63;10,87;;;;
1975;6;12;19;27;7,15;Sicilia centro-orientale;37,507;14,468;30;;4,17;0,25
1975;6;19;10;11;;Gargano;41,689;15,677;;6;5,02;0,13
1975;8;10;20;55;50,94;Tirreno meridionale;38,534;15,597;197;;4,68;0,2
1975;8;16;0;31;58,8;Alta Carniola;46,27;14,51;;5;4,16;0,46
1975;11;13;19;55;14;Appennino piacentino;44,659;9,626;;5-6;4,36;0,21
1975;11;16;13;4;25,14;Appennino piacentino;44,749;9,519;20,1;4-5;4,93;0,14
1976;3;25;11;15;16;Tirol, Höfen;47,47;10,67;;;4,1;0,5
1976;4;6;9;8;58,16;Tirreno meridionale;38,75;16,066;110,3;;4,9;0,29
1976;5;6;19;59;5,77;Friuli;46,275;13,325;10,2;;4,58;0,17
1976;5;6;20;25;1,5;Friuli;46,386;13,278;14,6;;4,35;0,23
1976;5;6;20;;;Friuli;46,241;13,119;;9-10;6,45;0,1
1976;5;6;21;49;41,85;Friuli;46,214;13,258;13,3;;4,24;0,23
1976;5;7;0;23;49,52;Friuli;46,244;13,298;8,9;;4,9;0,1
1976;5;7;6;2;5,08;Friuli;46,308;13,24;10;;4,05;0,23
1976;5;7;13;42;49,41;Friuli;46,32;13,333;12,8;;4,35;0,23
1976;5;8;20;40;32,29;Friuli;46,319;13,166;10;;4,02;0,23
1976;5;9;0;53;44,58;Friuli;46,213;13,323;13,3;;5,08;0,1
1976;5;10;4;35;52,23;Friuli;46,264;13,213;6,8;;4,45;0,18
1976;5;11;5;31;55,8;Friuli;46,195;13,113;4,4;;4,02;0,23
1976;5;11;22;44;0,69;Friuli;46,234;13,054;12,3;;4,97;0,1
1976;5;15;4;26;15,67;Friuli;46,175;13,243;16;;3,8;0,23
1976;5;17;16;13;16,32;Friuli;46,261;13,039;9,8;;4,26;0,23
1976;6;8;12;14;37,59;Friuli;46,316;13,26;9,3;;4,41;0,23
1976;6;11;17;16;40,3;Friuli;46,246;13,001;9,9;;4,26;0,23
1976;6;17;14;28;48,6;Friuli;46,15;12,891;9,5;;5,17;0,1
1976;7;10;4;11;23,46;Friuli;46,307;13,212;3,5;;4,28;0,23
1976;7;14;5;39;34,17;Friuli;46,32;13,261;9,2;;4,28;0,23
1976;8;22;2;49;13;Alta Val di Taro;44,499;9,762;;5;4,54;0,15
1976;9;11;16;31;11,52;Friuli;46,275;13,198;9,7;;5,25;0,1
1976;9;11;16;35;2,44;Friuli;46,256;13,233;4,3;7-8;5,6;0,1
1976;9;11;16;48;55,57;Friuli;46,273;13,227;2,5;;4,37;0,25
1976;9;13;18;54;46,47;Friuli;46,277;13,21;8,2;;4,36;0,23
1976;9;15;3;15;19,85;Friuli;46,285;13,203;6,8;;5,93;0,1
1976;9;15;4;38;53,88;Friuli;46,294;13,2;12,7;;4,78;0,16
1976;9;15;4;58;43,07;Friuli;46,323;13,191;8,1;;4,4;0,18
1976;9;15;9;21;19,01;Friuli;46,3;13,174;11,2;8-9;5,95;0,1
1976;9;15;9;45;56,27;Friuli;46,305;13,257;11,8;;4,34;0,23
1976;9;15;11;11;11,3;Friuli;46,278;13,163;9;;4,84;0,17
1976;9;15;19;31;11,23;Friuli;46,294;13,207;4,2;;4,07;0,23
1976;9;17;1;23;55;Monti Nebrodi;37,854;14,276;;5-6;4,55;0,14
1976;9;19;14;52;21,11;Carniola interna;45,527;14,309;39,4;;3,54;0,23
1976;9;20;9;9;58,78;Friuli;46,31;13,239;6,5;;4,1;0,23
1976;9;21;15;1;49,97;Tirreno meridionale;38,738;14,682;296,5;;4,79;0,37
1976;10;11;19;27;;Isernino;41,685;14,32;;4-5;4,29;0,29
1976;10;12;4;26;15;Valle del Belice;37,799;12,856;;5;4,41;0,33
1976;10;13;2;48;39,33;Friuli;46,367;13,09;10,7;;4,47;0,23
1976;10;22;11;23;27,26;Ionio settentrionale;39,724;18,928;44,7;;4,68;0,28
1976;10;27;10;14;56,04;Ionio settentrionale;39,601;18,836;19,1;;4,57;0,3
1976;11;6;20;57;4,36;Ionio settentrionale;39,606;18,772;10;;4,57;0,25
1976;11;7;2;10;17,83;Ionio settentrionale;39,645;18,868;10;;3,07;0,25
1976;11;8;18;8;40,52;Ionio settentrionale;39,22;18,606;4,7;;4,07;0,25
1976;11;12;19;36;36,09;Ionio settentrionale;39,658;18,935;33;;4,46;0,29
1976;11;13;5;20;36,75;Ionio settentrionale;39,666;18,975;10;;;
1976;12;13;5;24;;Garda settentrionale;45,894;10,799;;7;4,9;0,1
1976;12;14;8;57;;Garda settentrionale;45,882;10,783;;4-5;3,87;0,2
1977;2;21;18;6;;Etna - Ragalna;37,637;14,95;;5-6;2,91;0,3
1977;4;3;3;18;14,07;Friuli;46,296;13,16;7,3;5;4,51;0,18
1977;6;5;13;59;;Monti Nebrodi;37,893;14,344;;6-7;4,61;0,1
1977;6;5;23;19;47,64;Ionio settentrionale;39,63;18,831;10;;4,07;0,25
1977;6;20;2;4;10,57;Tirreno meridionale;39,208;15,698;260,5;;4,26;0,27
1977;6;28;7;12;49,01;Isole Eolie;38,603;14,698;256,9;;5,27;0,1
1977;6;30;19;28;34,76;Tirreno meridionale;38,499;11,977;7,6;;4,79;0,31
1977;7;16;13;13;30,6;Alta Carniola;46,31;14,24;7,5;;4,1;0,07
1977;7;24;9;55;29;Irpinia;41,097;15,02;;5-6;4,37;0,12
1977;8;15;21;10;32,51;Calabria centrale;38,789;17,026;57,6;;5,21;0,1
1977;8;25;19;33;29,76;Ternano;42,624;12,695;25;;4,36;0,23
1977;8;28;9;45;14,33;Canale di Sardegna;38,235;8,187;7,1;;5,44;0,1
1977;9;16;23;48;7,64;Friuli;46,283;13,019;10,7;6-7;5,26;0,1
1977;9;28;1;43;14,15;Friuli;46,282;12,968;9,3;;4,1;0,07
1977;9;30;16;41;43,73;Tirreno meridionale;38,858;10,739;10;;;
1977;12;20;20;4;14,7;Golfo di Gioia;38,443;15,696;169;;4,79;0,31
1977;12;30;17;35;8,9;Golfo di Policastro;39,98;15,449;283,3;;5,9;0,1
1977;12;30;18;8;50,71;Golfo di Policastro;39,944;15,446;291,7;;4,79;0,26
1978;1;1;9;25;58,53;Adriatico centrale;42,907;15,819;159,6;;4,4;0,23
1978;1;2;18;5;21,02;Adriatico centrale;42,707;16,192;27,7;;5;0,23
1978;1;19;5;15;24;Stretto di Sicilia;37,143;13,016;;4;4,37;0,22
1978;2;8;4;10;29;Irpinia;41,106;14,991;;5-6;4,44;0,13
1978;3;11;19;20;48,41;Aspromonte;38,055;16,073;26,1;8;5,22;0,1
1978;4;3;6;26;42;Corsica;42,267;9,45;;6;4,48;0,11
1978;4;3;10;49;45,92;Friuli;46,312;13,172;7,8;;4;0,07
1978;4;15;23;33;48,15;Golfo di Patti;38,385;15,086;17,9;8;6,03;0,1
1978;4;15;23;37;47,42;Golfo di Patti;38,396;15,22;33;;4,68;0,36
1978;4;29;23;49;22,88;Tirreno meridionale;39,025;13,838;430,8;;4,26;0,32
1978;5;11;2;46;58,51;Golfo di Patti;38,297;15,125;5,9;;4,64;0,18
1978;5;17;8;57;;Etna - Versante orientale;37,692;15,104;;5-6;2,91;0,3
1978;7;30;5;19;23;Ternano;42,588;12,573;;7;4,32;0,1
1978;8;26;18;43;39;Tirreno meridionale;37,975;14,218;;4-5;4,35;0,2
1978;9;24;8;7;44;Materano;40,646;16,487;;6;4,75;0,11
1978;12;5;4;45;;Nocera Umbra;43,068;12,853;;4-5;4,22;0,2
1978;12;5;15;39;4;Romagna;44,124;11,891;;4-5;4,61;0,1
1978;12;12;15;14;49,22;Dolomiti Friulane;46,327;12,723;12,3;5-6;4,35;0,06
1978;12;14;23;0;14,81;Tirreno meridionale;38,341;13,264;33;;4,36;0,44
1978;12;17;3;48;11,1;Alta Carniola;46,16;14,13;;6;4,63;0,46
1978;12;25;22;53;41;Bassa modenese;44,845;10,99;;5;4,39;0,39
1978;12;27;17;46;10,38;Tirreno centrale;41,078;13,557;391,8;;5,86;0,1
1979;1;16;19;27;10,13;Golfo di Patti;38,291;15,033;16,4;5;4,35;0,26
1979;1;20;13;49;58,49;Tirreno meridionale;38,684;12,843;2,3;;4,87;0,1
1979;1;25;23;53;1;Valnerina;42,919;13,083;;5;4,44;0,18
1979;2;9;14;44;;Bergamasco;45,637;9,555;;6;4,78;0,11
1979;3;22;19;32;44,9;Tirreno meridionale;38,714;15,952;110,7;;4,79;0,28
1979;3;25;11;36;25,89;Tirreno meridionale;39,368;15,211;305,2;;4,68;0,18
1979;4;9;8;13;11,89;Tunisia ?;37,141;10,117;25,4;;4,61;0,16
1979;4;18;15;19;19,28;Friuli;46,343;13,29;9,3;6-7;4,66;0,1
1979;7;7;13;40;21,44;Adriatico centrale;42,143;17,026;10;;4,61;0,23
1979;8;14;18;58;57,52;Friuli;46,321;13,04;8,2;;3,51;0,23
1979;9;19;21;35;37;Valnerina;42,73;12,956;;8-9;5,83;0,1
1979;9;19;21;52;50,5;Valnerina;42,812;13,012;2,3;;4,46;0,34
1979;9;21;0;52;44;Valnerina;42,733;13,033;;;4,15;0,23
1979;9;21;23;47;35,77;Tirreno meridionale;38,945;14,709;310,6;;4,57;0,22
1979;11;17;20;53;;Lago d'Iseo;45,745;9,994;;5-6;4,37;0,18
1979;12;8;4;6;30,34;Stretto di Sicilia;38,205;11,704;3,6;;5,34;0,1
1980;1;5;14;32;26;Torinese;45,013;7,319;;6-7;4,82;0,1
1980;1;23;21;;;Monti Iblei;36,904;14,807;;5-6;4,39;0,1
1980;1;25;0;27;;Val Venosta;46,65;10,968;;4-5;4;0,2
1980;2;4;2;30;24,74;Isole Eolie;38,521;15,066;247,6;;4,57;0,27
1980;2;20;2;34;1;Cosentino;39,327;16,221;;6-7;4,42;0,1
1980;2;28;21;4;40;Valnerina;42,8;12,967;;6;4,97;0,1
1980;3;1;1;26;50,39;Valnerina;42,878;12,972;10;;4,28;0,21
1980;3;1;19;;;Catanzarese;38,965;16,482;;5;4,36;0,17
1980;3;9;12;3;39;Pollino;40,019;16,053;;5-6;4,71;0,1
1980;3;16;1;4;27,34;Valnerina;42,813;13,029;14;;4,35;0,21
1980;4;23;11;11;25;Isola d'Ischia;40,718;13,89;;5;4,37;0,2
1980;5;14;1;41;;Alta Val d'Agri;40,378;15,801;;5-6;4,83;0,1
1980;5;14;9;1;15;Valnerina;42,812;13,013;19;;4,27;0,23
1980;5;24;20;16;4;Monti Sibillini;43,087;13,19;;5-6;4,48;0,11
1980;5;28;19;51;20,04;Tirreno meridionale;38,483;14,27;18,9;5-6;5,66;0,1
1980;5;31;11;41;13,65;Tirreno meridionale;38,272;14,415;33;;4,38;0,2
1980;6;1;2;32;51,71;Tirreno meridionale;38,369;14,317;3,5;;4,78;0,1
1980;6;5;13;37;6,63;Tirreno meridionale;38,238;14,027;;;4,36;0,44
1980;6;7;18;35;1;Garfagnana;44,07;10,564;;6-7;4,64;0,1
1980;6;9;16;2;47;Aquilano;42,173;13,713;;6;4,64;0,1
1980;6;14;20;56;50;Marsica;41,905;13,696;;5-6;4,96;0,1
1980;6;16;14;45;;Marsica;41,844;13,922;;4-5;4,44;0,1
1980;8;21;15;57;;Etna - Tremestieri Etneo;37,578;15,066;;5;2,63;0,29
1980;8;22;23;28;;Etna - C.da Pizzo Carammo (Mascalucia);37,582;15,057;;5-6;2,91;0,3
1980;8;23;7;52;;Etna - C.da Pizzo Carammo (Mascalucia);37,587;15,061;;6;3,19;0,31
1980;9;8;19;41;13,36;Costa Grossetana;42,645;10,934;2;5-6;4,44;0,15
1980;9;16;2;30;;Etna - C.da Trigona (Trecastagni);37,605;15,079;;6;3,19;0,31
1980;9;28;15;4;;Etna - C.da Inchiuso (S. Giovanni la Punta);37,592;15,085;-1,6;6;3,62;0,34
1980;10;1;0;57;38;Frusinate;41,703;13,281;;5;4,26;0,17
1980;10;13;3;44;49,06;Tirreno meridionale;39,699;13,003;496;;4,36;0,33
1980;11;15;8;41;6,72;Stretto di Sicilia;35,076;14,61;;;4,57;0,47
1980;11;23;18;34;52;Irpinia-Basilicata;40,842;15,283;;10;6,81;0,1
1980;11;23;18;52;6,3;Irpinia-Basilicata;41,11;15,282;10;;4,73;0,23
1980;11;23;19;4;3,3;Irpinia-Basilicata;40,661;15,71;9,5;;4,72;0,19
1980;11;23;19;6;44,9;Irpinia-Basilicata;40,718;15,592;10;;4,54;0,23
1980;11;23;19;37;46,28;Irpinia-Basilicata;40,847;15,378;21;;4,87;0,16
1980;11;23;20;6;17,78;Irpinia-Basilicata;40,842;15,316;10;;4,21;0,23
1980;11;23;20;55;26,9;Irpinia-Basilicata;40,816;15,33;10;;4,42;0,21
1980;11;23;21;30;16,35;Irpinia-Basilicata;41,127;15,636;;;4,46;0,45
1980;11;23;21;53;14;Tavoliere delle Puglie;41,536;15,706;10;;4,28;0,23
1980;11;23;22;57;28,79;Irpinia-Basilicata;41,017;15,285;24;;4,49;0,21
1980;11;23;23;43;33,3;Irpinia-Basilicata;40,81;15,337;16,3;;4,54;0,19
1980;11;24;0;23;59,21;Irpinia-Basilicata;40,811;15,268;;;5,04;0,1
1980;11;24;2;19;23,84;Irpinia-Basilicata;40,799;15,403;10;;4,31;0,21
1980;11;24;2;39;21,14;Tirreno meridionale;39,041;14,573;319,2;;4,36;0,23
1980;11;24;3;3;55,64;Irpinia-Basilicata;40,861;15,374;;;4,99;0,1
1980;11;24;4;23;16,82;Irpinia-Basilicata;40,935;15,272;10;;4,35;0,21
1980;11;24;4;47;30,3;Irpinia-Basilicata;40,907;15,388;10;;4,3;0,23
1980;11;24;10;16;21,1;Irpinia-Basilicata;40,871;15,204;10;;4,21;0,23
1980;11;24;15;13;31,82;Irpinia-Basilicata;40,993;15,004;27,1;;4,25;0,21
1980;11;25;9;59;31,8;Irpinia-Basilicata;41,021;15,012;10;;4,25;0,23
1980;11;25;11;28;19,9;Irpinia-Basilicata;40,864;15,24;10;;4,32;0,23
1980;11;25;14;57;54,2;Irpinia-Basilicata;40,793;15,336;;;4,61;0,23
1980;11;25;17;6;43,08;Irpinia-Basilicata;40,609;15,462;;;4,93;0,1
1980;11;25;17;26;41;Irpinia-Basilicata;40,709;15,478;10;;4,36;0,23
1980;11;25;18;28;21,4;Irpinia-Basilicata;40,655;15,452;8,8;;5,39;0,1
1980;11;26;1;38;;Etna - Fornazzo (Milo);37,733;15,123;;6-7;3,47;0,33
1980;11;26;6;6;9,9;Irpinia-Basilicata;40,694;15,643;10;;4,42;0,23
1980;11;26;6;56;56,3;Irpinia-Basilicata;41,075;15,277;10;;4,17;0,23
1980;11;26;7;3;6,9;Irpinia-Basilicata;40,877;15,376;10;;4,21;0,23
1980;11;26;8;31;7,86;Irpinia-Basilicata;40,922;15,476;10;;4,51;0,2
1980;11;26;10;47;52,4;Irpinia-Basilicata;40,913;15,455;10;;4,46;0,23
1980;11;26;14;55;40,7;Irpinia-Basilicata;41,017;15,236;10;;4,47;0,23
1980;11;30;1;51;49,09;Irpinia-Basilicata;40,553;15,81;16,9;;4,52;0,19
1980;11;30;7;42;0,35;Irpinia-Basilicata;40,761;15,316;;;4,81;0,17
1980;11;30;7;42;20,77;Irpinia-Basilicata;40,816;15,298;10;;4,9;0,26
1980;12;1;19;4;30,75;Irpinia-Basilicata;40,885;15,308;;;4,64;0,2
1980;12;2;5;58;13;Bauges;45,67;6,371;;6-7;4,8;0,1
1980;12;3;23;54;22;Irpinia-Basilicata;40,729;15,476;;6;4,83;0,1
1980;12;4;0;4;57,39;Irpinia-Basilicata;40,777;15,546;22;;4,67;0,18
1980;12;8;2;49;40,06;Irpinia-Basilicata;40,883;15,287;10;;4,51;0,21
1980;12;8;4;9;25,2;Irpinia-Basilicata;40,855;15,29;17;;4,39;0,21
1980;12;8;17;29;3,21;Irpinia-Basilicata;40,814;15,58;10;;4,26;0,43
1980;12;9;5;50;11;Golfo di Sant'Eufemia;38,779;16,185;;6-7;4,67;0,1
1980;12;14;6;3;35,28;Irpinia-Basilicata;40,88;15,199;48,1;;4,08;0,23
1980;12;23;12;1;6;Piacentino;44,808;9,787;;6-7;4,57;0,1
1980;12;24;12;11;22,09;Stretto di Sicilia;37,109;12,869;;;4,39;0,17
1981;1;1;23;9;24,18;Tirreno meridionale;39,868;13,585;426,8;;4,36;0,33
1981;1;8;16;36;;Etna - Piano Pernicana (Linguaglossa);37,808;15,074;;6;3,19;0,31
1981;1;9;0;12;49;Irpinia-Basilicata;40,699;15,636;;5-6;4,36;0,19
1981;1;15;11;12;42,56;Irpinia-Basilicata;40,806;15,507;;;4,35;0,24
1981;1;16;0;37;45,43;Irpinia-Basilicata;40,89;15,439;0,1;;5,22;0,1
1981;1;16;4;36;51,04;Irpinia-Basilicata;40,846;15,303;1,8;;4,1;0,21
1981;1;16;6;31;24,79;Irpinia-Basilicata;40,899;15,339;0,1;;3,95;0,24
1981;1;17;3;3;59,93;Irpinia-Basilicata;40,749;15,347;0,1;;4,15;0,24
1981;1;20;8;55;5,82;Irpinia-Basilicata;40,703;15,326;21,8;;4,1;0,21
1981;2;14;17;27;45;Monti di Avella;40,992;14,62;;7-8;4,88;0,1
1981;2;18;19;52;52,82;Sicilia centro-settentrionale;37,775;14,763;10;;4,36;0,25
1981;3;28;11;1;26;Irpinia-Basilicata;40,701;15,56;;4-5;4,11;0,2
1981;4;5;10;12;46,99;Golfo di Patti;38,322;15,01;10;;4,32;0,31
1981;4;22;4;26;20,43;Mar Ligure;43,373;8,251;17;;4,43;0,1
